,org:group,resource country,organization country,org:resource,organization involved,org:role,Activity,impact,product,lifecycle:transition,Complete Timestamp,Case ID,Duration
1825,Org line C,Sweden,se,Johan,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2011-04-20 12:59:00+00:00,1-519054737,0.0
1826,Org line C,Sweden,se,Johan,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2011-10-03 15:52:11+00:00,1-519054737,14352791.0
1827,Org line C,Sweden,se,Erik,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress,2012-02-09 08:51:19+00:00,1-519054737,11120348.0
1828,Org line C,Sweden,se,Erik,G141 3rd,C_6,Accepted,Medium,PROD660,Wait,2012-02-14 08:42:28+00:00,1-519054737,431469.0
1829,Org line C,Sweden,se,Erik,G141 3rd,C_6,Completed,Medium,PROD660,Closed,2012-04-20 09:41:33+00:00,1-519054737,5705945.0
1830,Org line A2,Sweden,se,Anil,G40,A2_2,Accepted,Low,PROD215,In Progress,2011-04-20 12:17:23+00:00,1-519065883,0.0
1831,Org line A2,Sweden,se,Anil,G40,A2_2,Accepted,Low,PROD215,In Progress,2011-04-20 12:37:02+00:00,1-519065883,1179.0
1832,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Queued,Low,PROD215,Awaiting Assignment,2011-04-20 12:38:15+00:00,1-519065883,73.0
1833,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress,2011-04-29 06:36:38+00:00,1-519065883,755903.0
1834,Org line A2,Sweden,se,Anil,G40,A2_2,Accepted,Low,PROD215,In Progress,2011-05-04 06:00:48+00:00,1-519065883,429850.0
1835,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Queued,Low,PROD215,Awaiting Assignment,2011-05-04 06:02:37+00:00,1-519065883,109.0
1836,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress,2011-05-04 09:08:13+00:00,1-519065883,11136.0
1837,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Accepted,Low,PROD215,Wait,2012-01-04 13:48:10+00:00,1-519065883,21184797.0
1838,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Completed,Low,PROD215,Closed,2012-04-13 08:18:02+00:00,1-519065883,8620192.0
1839,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-04-20 13:18:07+00:00,1-519085985,0.0
1840,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-04-20 13:21:54+00:00,1-519085985,227.0
1841,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-04-21 10:19:11+00:00,1-519085985,75437.0
1842,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-04-21 10:19:25+00:00,1-519085985,14.0
1843,Org line A2,Sweden,us,Hannes,G21 2nd,A2_2,Queued,Medium,PROD97,Awaiting Assignment,2011-04-22 10:39:46+00:00,1-519085985,87621.0
1844,Org line A2,Sweden,us,Y,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned,2011-04-22 10:42:02+00:00,1-519085985,136.0
1845,Org line A2,INDIA,us,Jayalakshmi,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned,2011-04-25 12:44:07+00:00,1-519085985,266525.0
1846,Org line A2,INDIA,us,Jayalakshmi,G21 2nd,A2_2,Accepted,Medium,PROD97,Wait,2011-04-27 13:28:55+00:00,1-519085985,175488.0
1847,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-04-29 07:42:30+00:00,1-519085985,152015.0
1848,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-04-29 11:42:45+00:00,1-519085985,14415.0
1849,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-04-29 11:42:52+00:00,1-519085985,7.0
1850,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-06 20:47:09+00:00,1-519085985,24483857.0
1851,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-06 20:48:29+00:00,1-519085985,80.0
1852,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress,2011-04-20 15:02:07+00:00,1-519147007,0.0
1853,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Queued,Low,PROD215,Awaiting Assignment,2011-04-20 15:28:45+00:00,1-519147007,1598.0
1854,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress,2011-04-29 06:37:01+00:00,1-519147007,745696.0
1855,Org line A2,Sweden,se,Linda,G39 3rd,A2_2,Completed,Low,PROD215,Closed,2012-04-04 15:31:01+00:00,1-519147007,29494440.0
1856,Org line B,Brazil,br,Valdir,S16,E_6,Accepted,High,PROD132,In Progress,2011-04-20 15:10:15+00:00,1-519167681,0.0
1857,Org line B,Brazil,br,Valdir,S16,E_6,Accepted,High,PROD132,Wait,2011-09-14 19:29:16+00:00,1-519167681,12716341.0
1858,Org line B,Brazil,br,Valdir,S16,E_6,Queued,High,PROD132,Awaiting Assignment,2011-10-03 19:47:28+00:00,1-519167681,1642692.0
1859,Org line B,Brazil,br,Valdir,S16,E_6,Accepted,High,PROD132,In Progress,2011-10-04 18:03:49+00:00,1-519167681,80181.0
1860,Org line B,Brazil,br,Valdir,S16,E_6,Completed,High,PROD132,Closed,2011-10-04 18:04:39+00:00,1-519167681,50.0
1861,Org line B,Brazil,br,Antonio,S16,E_6,Accepted,High,PROD132,In Progress,2011-10-06 12:59:22+00:00,1-519167681,154483.0
1862,Org line A2,Brazil,br,Sandro,S2 2nd,A2_2,Queued,High,PROD132,Awaiting Assignment,2011-10-06 13:24:07+00:00,1-519167681,1485.0
1863,Org line A2,Brazil,br,Paulo,S2 2nd,A2_2,Accepted,High,PROD132,In Progress,2011-10-06 13:45:21+00:00,1-519167681,1274.0
1864,Org line B,Brazil,br,Valdir,S16,E_6,Queued,High,PROD132,Awaiting Assignment,2011-10-06 13:51:34+00:00,1-519167681,373.0
1865,Org line B,Brazil,br,Valdir,S16,E_6,Accepted,High,PROD132,In Progress,2011-10-18 16:29:33+00:00,1-519167681,1046279.0
1866,Org line B,Brazil,br,Valdir,S16,E_6,Completed,High,PROD132,Closed,2011-10-18 16:29:38+00:00,1-519167681,5.0
1867,Org line A2,Brazil,br,Paulo,S2 2nd,A2_2,Accepted,High,PROD132,In Progress,2011-10-25 16:18:09+00:00,1-519167681,604111.0
1868,Org line A2,Brazil,br,Paulo,S2 2nd,A2_2,Accepted,High,PROD132,Wait,2011-10-25 16:18:33+00:00,1-519167681,24.0
1869,Org line A2,Brazil,br,Paulo,S2 2nd,A2_2,Accepted,High,PROD132,In Progress,2011-10-27 12:05:46+00:00,1-519167681,157633.0
1870,Org line A2,Brazil,br,Paulo,S2 2nd,A2_2,Accepted,High,PROD132,Wait,2011-10-27 12:11:51+00:00,1-519167681,365.0
1871,Org line A2,Brazil,br,Jurandir,S3 2nd,A2_3,Accepted,High,PROD132,In Progress,2011-12-21 11:35:46+00:00,1-519167681,4749835.0
1872,Org line A2,Brazil,br,Marcelo,S3 2nd,A2_3,Accepted,High,PROD132,Assigned,2012-02-01 11:48:08+00:00,1-519167681,3629542.0
1873,Org line A2,Brazil,br,Jurandir,S3 2nd,A2_3,Accepted,High,PROD132,In Progress,2012-02-01 11:49:15+00:00,1-519167681,67.0
1874,Org line A2,Brazil,br,Jurandir,S3 2nd,A2_3,Completed,High,PROD132,Closed,2012-02-01 11:49:50+00:00,1-519167681,35.0
1875,Org line A2,France,fr,Veronique,V5 3rd,A2_5,Accepted,High,PROD230,In Progress,2011-04-21 07:37:44+00:00,1-519386144,0.0
1876,Org line A2,France,fr,Veronique,V5 3rd,A2_5,Completed,High,PROD230,Closed,2012-01-12 10:44:59+00:00,1-519386144,22993635.0
1877,Org line G4,Sweden,se,Per,S33 2nd,,Accepted,High,PROD374,In Progress,2011-04-25 04:46:33+00:00,1-520127960,0.0
1878,Org line G4,Sweden,se,Per,S33 2nd,,Accepted,High,PROD374,Assigned,2011-04-25 04:48:34+00:00,1-520127960,121.0
1879,Org line G4,Sweden,se,Per,S33 2nd,,Completed,High,PROD374,Closed,2012-01-26 10:31:40+00:00,1-520127960,23866986.0
1880,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,In Progress,2011-04-25 16:18:25+00:00,1-520234084,0.0
1881,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD96,Awaiting Assignment,2011-04-25 16:19:30+00:00,1-520234084,65.0
1882,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD96,In Progress,2011-04-25 16:27:12+00:00,1-520234084,462.0
1883,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,Assigned,2011-04-25 16:27:18+00:00,1-520234084,6.0
1884,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD96,In Progress,2012-01-30 15:00:27+00:00,1-520234084,24186789.0
1885,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD96,Closed,2012-01-30 15:00:57+00:00,1-520234084,30.0
1886,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,High,PROD753,In Progress,2011-04-26 15:44:41+00:00,1-520705880,0.0
1887,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,High,PROD753,Wait,2011-11-15 11:56:41+00:00,1-520705880,17525520.0
1888,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Completed,High,PROD753,Closed,2012-05-29 08:18:46+00:00,1-520705880,16921325.0
1889,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,In Progress,2011-04-27 12:24:33+00:00,1-521122392,0.0
1890,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD96,Awaiting Assignment,2011-04-27 12:31:57+00:00,1-521122392,444.0
1891,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD96,In Progress,2011-04-27 12:55:20+00:00,1-521122392,1403.0
1892,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,Assigned,2011-04-27 12:55:30+00:00,1-521122392,10.0
1893,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD96,In Progress,2012-02-06 20:25:14+00:00,1-521122392,24650984.0
1894,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD96,Closed,2012-02-06 20:28:23+00:00,1-521122392,189.0
1895,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-04-28 09:49:58+00:00,1-521431857,0.0
1896,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-04-28 09:54:58+00:00,1-521431857,300.0
1897,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-04-28 09:59:18+00:00,1-521431857,260.0
1898,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-04-28 09:59:26+00:00,1-521431857,8.0
1899,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-30 20:56:57+00:00,1-521431857,23972251.0
1900,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-30 21:01:30+00:00,1-521431857,273.0
1901,Org line A2,POLAND,pl,Aleksandra,G197 2nd,D_1,Accepted,Medium,PROD604,In Progress,2011-04-28 12:48:40+00:00,1-521555370,0.0
1902,Org line A2,POLAND,pl,Aleksandra,G197 2nd,D_1,Completed,Medium,PROD604,Closed,2012-02-27 08:11:09+00:00,1-521555370,26335349.0
1903,Org line A2,POLAND,kr,Piotr,V17 3rd,D_1,Accepted,Medium,PROD604,In Progress,2011-04-28 14:29:42+00:00,1-521628291,0.0
1904,Org line A2,POLAND,kr,Piotr,V17 3rd,D_1,Completed,Medium,PROD604,Closed,2012-05-29 15:02:34+00:00,1-521628291,34302772.0
1905,Org line G4,Sweden,se,Erik,S28 2nd,,Accepted,Low,PROD108,In Progress,2011-05-02 07:45:31+00:00,1-522222222,0.0
1906,Org line G4,Sweden,se,Erik,S28 2nd,,Completed,Low,PROD108,Closed,2012-02-27 13:31:45+00:00,1-522222222,26027174.0
1907,Org line C,Sweden,in,Jonas,G186 2nd,E_8,Accepted,Major,PROD436,In Progress,2011-05-03 05:29:33+00:00,1-522460624,0.0
1908,Org line C,Sweden,in,Jonas,G186 2nd,E_8,Queued,Major,PROD436,Awaiting Assignment,2011-05-03 05:31:51+00:00,1-522460624,138.0
1909,Org line C,INDIA,in,Karthick,G181 2nd,E_8,Accepted,Major,PROD436,In Progress,2011-11-21 10:49:53+00:00,1-522460624,17471882.0
1910,Org line C,INDIA,in,Mahesh,G181 2nd,E_8,Accepted,Major,PROD436,Assigned,2011-11-21 10:50:05+00:00,1-522460624,12.0
1911,Org line C,INDIA,in,Mahesh,G181 2nd,E_8,Accepted,Major,PROD436,Wait,2012-01-11 07:31:45+00:00,1-522460624,4394500.0
1912,Org line C,INDIA,in,Mahesh,G181 2nd,E_8,Completed,Major,PROD436,Closed,2012-01-11 07:32:11+00:00,1-522460624,26.0
1913,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-05-03 15:14:07+00:00,1-522734472,0.0
1914,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2011-05-03 15:16:39+00:00,1-522734472,152.0
1915,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-05-04 04:46:05+00:00,1-522734472,48566.0
1916,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2011-05-04 04:46:17+00:00,1-522734472,12.0
1917,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-02-06 20:35:55+00:00,1-522734472,24076178.0
1918,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-02-06 20:37:18+00:00,1-522734472,83.0
1919,Org line A2,INDIA,se,Arun,G18 3rd,A2_4,Accepted,Medium,PROD67,In Progress,2011-05-04 09:53:03+00:00,1-522949376,0.0
1920,Org line A2,INDIA,se,Arun,G18 3rd,A2_4,Queued,Medium,PROD67,Awaiting Assignment,2011-05-18 13:42:40+00:00,1-522949376,1223377.0
1921,Org line A2,Sweden,se,Emma,G18 3rd,A2_4,Accepted,Medium,PROD67,In Progress,2011-05-25 09:02:52+00:00,1-522949376,588012.0
1922,Org line A2,Sweden,se,Emma,G18 3rd,A2_4,Accepted,Medium,PROD67,Wait,2011-05-25 09:03:17+00:00,1-522949376,25.0
1923,Org line A2,Sweden,se,Pernilla,G18 3rd,A2_4,Accepted,Medium,PROD67,Assigned,2011-11-23 11:57:40+00:00,1-522949376,15735263.0
1924,Org line A2,Sweden,se,Pernilla,G18 3rd,A2_4,Accepted,Medium,PROD67,Wait,2011-11-23 13:14:56+00:00,1-522949376,4636.0
1925,Org line A2,Sweden,se,Pernilla,G18 3rd,A2_4,Completed,Medium,PROD67,Closed,2012-01-11 13:34:26+00:00,1-522949376,4234770.0
1926,Org line A2,Sweden,se,Michael,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress,2011-05-04 12:57:47+00:00,1-523027945,0.0
1927,Org line A2,Sweden,se,Michael,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress,2012-04-25 11:54:18+00:00,1-523027945,30840991.0
1928,Org line A2,Sweden,se,Michael,M13 2nd,A2_4,Completed,Medium,PROD563,Closed,2012-04-25 11:55:34+00:00,1-523027945,76.0
1929,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-05-04 14:57:51+00:00,1-523069229,0.0
1930,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-05-04 15:08:09+00:00,1-523069229,618.0
1931,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-01-30 11:54:45+00:00,1-523069229,23402796.0
1932,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-01-30 11:54:47+00:00,1-523069229,2.0
1933,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-05 09:25:29+00:00,1-523311541,0.0
1934,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-05-05 10:06:48+00:00,1-523311541,2479.0
1935,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-05 10:22:56+00:00,1-523311541,968.0
1936,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-05-05 10:23:27+00:00,1-523311541,31.0
1937,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-06 15:54:07+00:00,1-523311541,23952640.0
1938,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-06 16:00:04+00:00,1-523311541,357.0
1939,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-05 12:59:01+00:00,1-523361887,0.0
1940,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-05-05 13:11:39+00:00,1-523361887,758.0
1941,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-06 05:04:03+00:00,1-523361887,57144.0
1942,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-05-06 05:04:09+00:00,1-523361887,6.0
1943,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-06 15:23:53+00:00,1-523361887,23883584.0
1944,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-06 15:25:20+00:00,1-523361887,87.0
1945,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-05-05 12:28:19+00:00,1-523392191,0.0
1946,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment,2011-05-05 12:30:57+00:00,1-523392191,158.0
1947,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD98,In Progress,2011-05-06 05:01:15+00:00,1-523392191,59418.0
1948,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD98,Assigned,2011-05-06 05:01:21+00:00,1-523392191,6.0
1949,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD98,In Progress,2012-02-15 14:27:07+00:00,1-523392191,24657946.0
1950,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD98,Closed,2012-02-15 14:27:34+00:00,1-523392191,27.0
1951,Org line A2,Sweden,se,Mikael,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress,2011-05-06 10:18:49+00:00,1-523637826,0.0
1952,Org line A2,Sweden,se,Mikael,M13 2nd,A2_4,Completed,Medium,PROD563,Closed,2012-02-29 13:40:19+00:00,1-523637826,25845690.0
1953,Org line C,Sweden,se,Mårten,G141 3rd,C_6,Accepted,Low,PROD434,In Progress,2011-05-09 13:23:45+00:00,1-524169663,0.0
1954,Org line C,Sweden,se,Mårten,G141 3rd,C_6,Accepted,Low,PROD434,In Progress,2011-05-09 13:29:28+00:00,1-524169663,343.0
1955,Org line C,Sweden,se,Mårten,G141 3rd,C_6,Accepted,Low,PROD434,In Progress,2011-05-09 13:50:50+00:00,1-524169663,1282.0
1956,Org line C,Sweden,se,Mårten,G141 3rd,C_6,Queued,Low,PROD434,Awaiting Assignment,2011-05-09 13:56:50+00:00,1-524169663,360.0
1957,Org line C,Sweden,se,Peter,G250 3rd,C_6,Queued,Low,PROD434,Awaiting Assignment,2011-05-09 14:02:06+00:00,1-524169663,316.0
1958,Org line C,Sweden,se,Peter,G250 3rd,C_6,Accepted,Low,PROD434,In Progress,2011-05-11 08:39:36+00:00,1-524169663,153450.0
1959,Org line C,Sweden,se,Tomas,G250 3rd,C_6,Accepted,Low,PROD434,Assigned,2011-05-11 08:39:46+00:00,1-524169663,10.0
1960,Org line C,Sweden,se,Tomas,G250 3rd,C_6,Accepted,Low,PROD434,Wait,2011-10-20 12:32:45+00:00,1-524169663,14010779.0
1961,Org line C,Sweden,se,Tomas,G250 3rd,C_6,Accepted,Low,PROD434,Wait,2011-10-20 12:58:09+00:00,1-524169663,1524.0
1962,Org line C,Sweden,se,Tomas,G250 3rd,C_6,Completed,Low,PROD434,Closed,2012-01-30 11:35:20+00:00,1-524169663,8807831.0
1963,Org line V2,Sweden,se,Ioannis,T10 2nd,,Accepted,Medium,PROD205,In Progress,2011-05-10 06:56:45+00:00,1-524328647,0.0
1964,Org line V2,Sweden,se,Ioannis,T10 2nd,,Completed,Medium,PROD205,Closed,2012-02-21 14:32:02+00:00,1-524328647,24824117.0
1965,Org line G4,Sweden,se,Eric,S33 2nd,,Accepted,Medium,PROD374,In Progress,2011-05-10 05:37:04+00:00,1-524356958,0.0
1966,Org line G4,Sweden,se,Eric,S33 2nd,,Accepted,Medium,PROD374,Wait,2011-05-10 05:37:21+00:00,1-524356958,17.0
1967,Org line G4,Sweden,se,Eric,S33 2nd,,Accepted,Medium,PROD374,Wait,2011-10-20 19:20:55+00:00,1-524356958,14132614.0
1968,Org line G4,Sweden,se,Eric,S33 2nd,,Completed,Medium,PROD374,Closed,2012-01-09 09:28:28+00:00,1-524356958,6962853.0
1969,Org line C,Sweden,be,Stefan,G58 3rd,C_2,Accepted,Medium,PROD330,Assigned,2011-05-10 08:25:34+00:00,1-524375607,0.0
1970,Org line C,Belgium,be,Els,G58 3rd,C_2,Accepted,Medium,PROD330,Assigned,2011-10-05 06:38:35+00:00,1-524375607,12780781.0
1971,Org line C,Belgium,be,Jo,G58 3rd,C_2,Accepted,Medium,PROD330,Assigned,2011-10-05 07:03:00+00:00,1-524375607,1465.0
1972,Org line C,Belgium,be,Jo,G58 3rd,C_2,Accepted,Medium,PROD330,In Progress,2011-11-08 13:44:51+00:00,1-524375607,2961711.0
1973,Org line C,Belgium,be,Jo,G58 3rd,C_2,Completed,Medium,PROD330,Closed,2012-04-10 15:19:54+00:00,1-524375607,13311303.0
1974,Org line A2,Sweden,in,Harikumar,L50 3rd,D_1,Accepted,Medium,PROD611,In Progress,2011-05-12 09:42:03+00:00,1-525132931,0.0
1975,Org line A2,Sweden,in,Harikumar,L50 3rd,D_1,Accepted,Medium,PROD611,In Progress,2011-05-16 13:43:50+00:00,1-525132931,360107.0
1976,Org line A2,INDIA,in,Sreehari,L50 3rd,D_1,Accepted,Medium,PROD611,Assigned,2012-03-30 15:15:20+00:00,1-525132931,27567090.0
1977,Org line A2,INDIA,in,Sreehari,L50 3rd,D_1,Accepted,Medium,PROD611,In Progress,2012-03-30 15:16:51+00:00,1-525132931,91.0
1978,Org line A2,INDIA,in,Sreehari,L50 3rd,D_1,Completed,Medium,PROD611,Closed,2012-05-10 15:14:28+00:00,1-525132931,3542257.0
1979,Org line A2,Sweden,se,Gunilla,N23 2nd,A2_3,Accepted,Low,PROD76,In Progress,2011-05-13 09:02:23+00:00,1-525447561,0.0
1980,Org line A2,Sweden,se,Gunilla,N23 2nd,A2_3,Accepted,Low,PROD76,Wait,2011-05-13 09:02:48+00:00,1-525447561,25.0
1981,Org line A2,Sweden,se,Gunilla,N23 2nd,A2_3,Accepted,Low,PROD76,Assigned,2011-07-12 08:28:53+00:00,1-525447561,5181965.0
1982,Org line A2,Sweden,se,Yvonne,N23 2nd,A2_3,Accepted,Low,PROD76,In Progress,2012-01-18 11:47:42+00:00,1-525447561,16427929.0
1983,Org line A2,Sweden,se,Yvonne,N23 2nd,A2_3,Completed,Low,PROD76,Closed,2012-01-18 11:47:57+00:00,1-525447561,15.0
1984,Org line V11,United Kingdom,gb,James,V50 2nd,,Accepted,Medium,PROD158,In Progress,2011-05-13 11:10:04+00:00,1-525477138,0.0
1985,Org line V11,United Kingdom,gb,James,V50 2nd,,Accepted,Medium,PROD158,In Progress,2012-04-24 13:29:31+00:00,1-525477138,29989167.0
1986,Org line V11,United Kingdom,gb,James,V50 2nd,,Completed,Medium,PROD158,Closed,2012-04-24 13:29:51+00:00,1-525477138,20.0
1987,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-13 12:14:59+00:00,1-525489753,0.0
1988,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-05-13 12:21:52+00:00,1-525489753,413.0
1989,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-16 05:15:26+00:00,1-525489753,233614.0
1990,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-05-16 05:15:33+00:00,1-525489753,7.0
1991,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-02-06 20:20:01+00:00,1-525489753,23036668.0
1992,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-02-06 20:20:56+00:00,1-525489753,55.0
1993,Org line G4,Sweden,se,Katarina,S33 2nd,,Accepted,Medium,PROD374,In Progress,2011-05-13 15:23:13+00:00,1-525589021,0.0
1994,Org line G4,Sweden,se,Katarina,S33 2nd,,Completed,Medium,PROD374,Closed,2012-02-01 15:40:02+00:00,1-525589021,22810609.0
1995,Org line G4,Sweden,se,Katarina,S33 2nd,,Accepted,Medium,PROD374,In Progress,2011-05-16 13:09:56+00:00,1-526037041,0.0
1996,Org line G4,Sweden,se,Katarina,S33 2nd,,Completed,Medium,PROD374,Closed,2012-02-01 15:50:06+00:00,1-526037041,22560010.0
1997,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-17 10:53:00+00:00,1-526344555,0.0
1998,Org line G3,USA,us,Carolyn,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment,2011-05-17 11:04:18+00:00,1-526344555,678.0
1999,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Accepted,Medium,PROD97,In Progress,2011-05-18 02:37:22+00:00,1-526344555,55984.0
2000,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD97,Assigned,2011-05-18 02:37:27+00:00,1-526344555,5.0
2001,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD97,In Progress,2012-01-30 20:53:30+00:00,1-526344555,22270563.0
2002,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD97,Closed,2012-01-30 20:55:33+00:00,1-526344555,123.0
2003,Org line G4,Sweden,se,Gustav,S30 2nd,,Accepted,Low,PROD410,In Progress,2011-05-17 12:37:22+00:00,1-526369142,0.0
2004,Org line G4,Sweden,se,Gustav,S30 2nd,,Accepted,Low,PROD410,In Progress,2012-02-21 14:34:34+00:00,1-526369142,24199032.0
2005,Org line G4,Sweden,se,Gustav,S30 2nd,,Completed,Low,PROD410,Closed,2012-02-21 14:34:36+00:00,1-526369142,2.0
2006,Org line G3,USA,us,Carolyn,G199 3rd,,Accepted,Medium,PROD96,In Progress,2011-05-17 14:17:31+00:00,1-526414477,0.0
